card_id,card_country
13715794.0,China
13864650.0,Thailand
13948574.0,Thailand
13953627.0,Thailand
13955727.0,China
14026100.0,Thailand
14149175.0,Thailand
14234972.0,Guatemala
14260698.0,China
14273011.0,Thailand
14278854.0,Thailand
14327614.0,Thailand
14372285.0,Thailand
14383271.0,Thailand
14523176.0,Thailand
14592076.0,Thailand
14649526.0,Thailand
14769167.0,Thailand
14908558.0,Thailand
14916555.0,Thailand
15061376.0,Thailand
15085379.0,Thailand
15106631.0,Thailand
15132027.0,United States of America
15135716.0,Thailand
15220609.0,Thailand
15238843.0,United States of America
15259102.0,Thailand
15270159.0,Thailand
15307156.0,Guatemala
15312959.0,Thailand
15362186.0,Thailand
15447684.0,Thailand
15464231.0,Thailand
15502924.0,Thailand
15504845.0,Thailand
15517518.0,Thailand
15544716.0,Thailand
15547589.0,Thailand
15554575.0,Thailand
15582245.0,United States of America
15588133.0,Thailand
15604486.0,Thailand
15703639.0,Thailand
15710444.0,Thailand
15727248.0,Thailand
15730917.0,Thailand
15756878.0,Thailand
15868287.0,United States of America
15880360.0,Thailand
15896218.0,United States of America
15949436.0,Thailand
15994376.0,Thailand
16017706.0,Thailand
16049804.0,United States of America
16078564.0,Thailand
16102019.0,United States of America
16149795.0,Thailand
16149965.0,Thailand
16176052.0,Thailand
16394062.0,Thailand
16411250.0,Thailand
16439831.0,Thailand
16452121.0,Thailand
16498250.0,Thailand
16531330.0,Thailand
16537085.0,Thailand
16554847.0,Thailand
16601667.0,Thailand
16628556.0,Thailand
16675897.0,Thailand
16699643.0,Thailand
16734639.0,Thailand
16831438.0,Thailand
16887647.0,Thailand
16933051.0,Thailand
16963398.0,Thailand
16965805.0,Thailand
17025490.0,Thailand
17181587.0,United States of America
17188271.0,Thailand
17206195.0,Thailand
17252652.0,Thailand
17253502.0,Thailand
17288414.0,Thailand
17296584.0,Thailand
17305948.0,Thailand
17402553.0,Thailand
17444086.0,Thailand
17494555.0,Thailand
17521007.0,Thailand
17537985.0,Thailand
17556463.0,Thailand
17590983.0,Thailand
17591552.0,Thailand
17608037.0,Thailand
17612446.0,Thailand
17653192.0,Thailand
17658813.0,Thailand
17721594.0,Thailand
17735282.0,Thailand
17740486.0,Thailand
17761952.0,Thailand
17816861.0,Thailand
17897945.0,United States of America
17919550.0,Thailand
17921774.0,Thailand
17925880.0,Thailand
17941121.0,Thailand
18045995.0,Thailand
18104030.0,Thailand
18119278.0,Thailand
18136563.0,Thailand
18180388.0,Thailand
18187217.0,Thailand
18211884.0,Thailand
18240554.0,Thailand
18313509.0,Thailand
18323730.0,Thailand
18329366.0,Thailand
18340992.0,Thailand
18351177.0,Thailand
18360846.0,Thailand
18467323.0,Thailand
18579010.0,Thailand
18581418.0,Thailand
18611756.0,Thailand
18621366.0,Thailand
18622691.0,Thailand
18671897.0,Thailand
18706927.0,Thailand
18717890.0,Thailand
18740441.0,United States of America
18766883.0,Thailand
18793601.0,Thailand
18825070.0,Thailand
18834125.0,Thailand
18876279.0,Thailand
18881539.0,Thailand
18894397.0,Thailand
18896186.0,Thailand
18914569.0,Thailand
18989169.0,Thailand
19001235.0,Thailand
19092251.0,Thailand
19093221.0,Thailand
19094496.0,Thailand
19120246.0,Thailand
19121582.0,Thailand
19141910.0,Thailand
19144974.0,Thailand
19155687.0,Thailand
19232543.0,United States of America
19246326.0,Thailand
19307243.0,Thailand
19307438.0,Thailand
19347019.0,Thailand
19349318.0,Thailand
19409667.0,Thailand
19413222.0,Thailand
19424729.0,Thailand
19445791.0,Thailand
19524577.0,Thailand
19528797.0,Thailand
19537932.0,Thailand
19564648.0,Thailand
19566059.0,Thailand
19600026.0,United States of America
19631663.0,Thailand
19634246.0,Thailand
19701799.0,Thailand
19728415.0,Thailand
19754727.0,Thailand
19773161.0,Thailand
19801698.0,Thailand
19825795.0,Thailand
19830989.0,Thailand
19837559.0,Thailand
19838768.0,Thailand
19875388.0,Thailand
19884656.0,Thailand
19891673.0,Thailand
19905913.0,Thailand
19915280.0,Thailand
19948362.0,Thailand
19948930.0,Thailand
19962163.0,Thailand
19976644.0,Thailand
20000524.0,Thailand
20012820.0,Thailand
20049169.0,Thailand
20071539.0,Thailand
20073268.0,Guatemala
20091503.0,Thailand
20117469.0,Thailand
20148367.0,Thailand
20153134.0,Thailand
20236355.0,Thailand
20256099.0,Thailand
20258814.0,Thailand
20274706.0,Thailand
20301649.0,Thailand
20305949.0,Thailand
20325529.0,Thailand
20334248.0,Thailand
20378477.0,China
20384845.0,Thailand
20506187.0,Thailand
20516978.0,Guatemala
20533558.0,Thailand
20534782.0,Thailand
20575840.0,Thailand
20582098.0,Thailand
20603755.0,Thailand
20633089.0,Thailand
20659205.0,Thailand
20662075.0,Thailand
20662080.0,Thailand
20671078.0,United States of America
20764042.0,Thailand
20807862.0,Thailand
20838069.0,Thailand
20846977.0,Thailand
20879302.0,Thailand
20891710.0,Thailand
20892243.0,Thailand
20898619.0,Thailand
20924821.0,Thailand
20935953.0,Thailand
20947820.0,Thailand
20956359.0,Thailand
21017588.0,Thailand
21045177.0,United States of America
21087782.0,Thailand
21115763.0,Thailand
21135007.0,Thailand
21154296.0,United States of America
21169025.0,United States of America
21197310.0,Thailand
21217531.0,Thailand
21227466.0,Thailand
21254121.0,Thailand
21271562.0,Thailand
21297597.0,Thailand
21299074.0,Thailand
21313881.0,Thailand
21318831.0,Thailand
21348836.0,Thailand
21370525.0,Thailand
21371718.0,Thailand
21417223.0,Thailand
21420167.0,Thailand
21452594.0,Thailand
21462276.0,Thailand
21465325.0,Thailand
21470383.0,Thailand
21497908.0,Thailand
21503894.0,Thailand
21510259.0,Thailand
21522844.0,Thailand
21525748.0,Thailand
21553094.0,Thailand
21560617.0,Thailand
21574177.0,Thailand
21577361.0,Thailand
21595309.0,Thailand
21597696.0,Thailand
21633502.0,Thailand
21644640.0,Thailand
21663603.0,Thailand
21672292.0,Thailand
21673700.0,Thailand
21683864.0,Thailand
21688419.0,Thailand
21756186.0,Thailand
21776647.0,Thailand
21823909.0,Thailand
21827288.0,Thailand
21842819.0,Thailand
21876859.0,Thailand
21918421.0,Thailand
21950211.0,Thailand
21958679.0,Thailand
21977501.0,Thailand
21988403.0,Thailand
22176853.0,Guatemala
22181678.0,Thailand
22190477.0,Thailand
22193297.0,Thailand
22237700.0,China
22245850.0,Thailand
22326287.0,Thailand
22455390.0,Thailand
22469849.0,United States of America
22482160.0,Thailand
22506157.0,Thailand
22519258.0,Thailand
22531146.0,Thailand
22532201.0,Thailand
22540309.0,Thailand
22550912.0,Thailand
22607895.0,Thailand
22610928.0,Thailand
22643779.0,Thailand
22645055.0,Thailand
22650523.0,Thailand
22700231.0,United States of America
22738237.0,Thailand
22763218.0,Thailand
22765625.0,Thailand
22806603.0,Thailand
22808392.0,Guatemala
22808487.0,Thailand
22849818.0,Thailand
22855224.0,Thailand
22860412.0,Thailand
22876136.0,Thailand
22887761.0,Thailand
22903643.0,Thailand
22904793.0,Thailand
22906303.0,China
22907285.0,Thailand
22917240.0,Thailand
22927724.0,Thailand
22934751.0,Thailand
22940961.0,Thailand
22944091.0,Thailand
22971432.0,Thailand
22973781.0,Thailand
22980442.0,Thailand
23022910.0,THAILAND
23042295.0,Thailand
23053811.0,Thailand
23073987.0,Thailand
23079646.0,Thailand
23097461.0,Thailand
23114216.0,Thailand
23129805.0,Thailand
23143094.0,United States of America
23158897.0,Thailand
23161116.0,Thailand
23181429.0,Thailand
23182778.0,Thailand
23204008.0,Thailand
23221172.0,Thailand
23223295.0,Thailand
23233427.0,Thailand
23235815.0,Thailand
23236295.0,Thailand
23264594.0,China
23267941.0,Thailand
23345242.0,Thailand
23406454.0,Thailand
23455879.0,Thailand
23460051.0,Thailand
23589142.0,Thailand
23590436.0,Thailand
23612289.0,Thailand
23615516.0,Thailand
23659741.0,Thailand
23679669.0,Thailand
23733265.0,Thailand
23735288.0,Thailand
23764180.0,Thailand
23825389.0,China
23863191.0,Thailand
23881522.0,China
23881651.0,Thailand
23911556.0,Thailand
23913519.0,Thailand
23916086.0,Thailand
23952948.0,Thailand
23958982.0,Thailand
23976614.0,Thailand
24026033.0,Thailand
24036838.0,Thailand
24055227.0,Thailand
24064478.0,Thailand
24129222.0,Thailand
24154172.0,Thailand
24163636.0,Thailand
24167805.0,Thailand
24184423.0,Thailand
24214124.0,Thailand
24258613.0,Thailand
24266349.0,United States of America
24270485.0,Thailand
24275645.0,Thailand
24282989.0,United States of America
24322590.0,United States of America
24379479.0,Thailand
24389608.0,Thailand
24430712.0,China
24432324.0,United States of America
24433865.0,Thailand
24458964.0,Thailand
24482378.0,Thailand
24491504.0,Thailand
24520612.0,Thailand
24527298.0,Thailand
24531720.0,Thailand
24534302.0,Thailand
24549860.0,Thailand
24553381.0,Thailand
24654481.0,United States of America
24654907.0,Thailand
24682848.0,Thailand
24693100.0,Thailand
24700099.0,Thailand
24800717.0,China
24811799.0,Thailand
24857983.0,China
24868387.0,Thailand
24874084.0,Thailand
24880005.0,Thailand
24885794.0,Thailand
24892806.0,Thailand
24927330.0,China
24937603.0,United States of America
24940603.0,Thailand
24941549.0,Thailand
24963940.0,Thailand
24969390.0,Thailand
24976029.0,Thailand
25022559.0,Thailand
25023848.0,Thailand
25027372.0,United States of America
25049389.0,Thailand
25064920.0,United States of America
25095569.0,Thailand
25108201.0,Thailand
25135606.0,Thailand
25164957.0,Thailand
25197256.0,Thailand
25214128.0,Thailand
25219576.0,Thailand
25387404.0,United States of America
25395562.0,Thailand
25396654.0,Thailand
25400316.0,Thailand
25411425.0,Thailand
25423030.0,Thailand
25430090.0,Thailand
25439967.0,China
25461432.0,Thailand
25491600.0,United States of America
25498065.0,Thailand
25525003.0,Thailand
25537082.0,Thailand
25567521.0,Thailand
25568178.0,Thailand
25587714.0,Thailand
25603186.0,Thailand
25662609.0,China
25695956.0,Thailand
25723403.0,Thailand
25761565.0,Thailand
25764024.0,Thailand
25826667.0,United States of America
25828230.0,Thailand
25873634.0,Thailand
25882556.0,Thailand
25919884.0,Thailand
25929687.0,China
25946898.0,United States of America
25961224.0,Thailand
25963160.0,Thailand
25971551.0,Thailand
26000327.0,Thailand
26010639.0,Thailand
26030143.0,Thailand
26064945.0,Thailand
26067570.0,Thailand
26096322.0,Thailand
26097601.0,United States of America
26102937.0,Thailand
26115633.0,Thailand
26145883.0,Thailand
26152193.0,Thailand
26164850.0,Thailand
26177451.0,Thailand
26182723.0,Thailand
26188635.0,Thailand
26190600.0,Thailand
26192048.0,Thailand
26196090.0,Thailand
26211082.0,Thailand
26211642.0,Thailand
26213322.0,Thailand
26229708.0,Thailand
26249536.0,Thailand
26253165.0,Thailand
26257739.0,Thailand
26270467.0,Thailand
26334533.0,Thailand
26346136.0,Thailand
26369288.0,Thailand
26372524.0,Thailand
26380907.0,Thailand
26392798.0,Thailand
26444513.0,Thailand
26476609.0,Thailand
26577176.0,United States of America
26635912.0,Thailand
26640972.0,Thailand
26646594.0,Thailand
26701154.0,Thailand
26715425.0,Thailand
26726727.0,Thailand
26729950.0,Thailand
26733696.0,United States of America
26758430.0,China
26758936.0,Thailand
26766807.0,Thailand
26786879.0,Thailand
26792153.0,Thailand
26797161.0,Thailand
26817373.0,Thailand
26847327.0,Thailand
26852252.0,Thailand
26864461.0,Thailand
26887513.0,Thailand
26922209.0,Thailand
26938097.0,Thailand
26947234.0,Thailand
26985530.0,Thailand
26985987.0,Thailand
26987084.0,Thailand
27033349.0,United States of America
27042377.0,Thailand
27101727.0,Thailand
27113993.0,Thailand
27149429.0,Thailand
27181822.0,Thailand
27195901.0,Thailand
27229366.0,Thailand
27257498.0,Thailand
27261912.0,Thailand
27266924.0,Thailand
27322034.0,Thailand
27393513.0,Thailand
27395523.0,Thailand
27398674.0,Thailand
27406956.0,United States of America
27421681.0,Thailand
27428640.0,Thailand
27462033.0,Thailand
27492456.0,Thailand
27540120.0,Thailand
27561672.0,Thailand
27604217.0,United States of America
27637375.0,Guatemala
27663542.0,Thailand
27668207.0,Thailand
27680337.0,Thailand
27685668.0,Thailand
27711816.0,Thailand
27724647.0,Thailand
27725721.0,Thailand
27726436.0,Thailand
27734641.0,United States of America
27739347.0,Thailand
27759387.0,Thailand
27772319.0,Thailand
27787568.0,United States of America
27795346.0,Thailand
27811549.0,Thailand
27848567.0,Thailand
27869073.0,Thailand
27896179.0,Thailand
27902896.0,Thailand
27924585.0,Thailand
27964135.0,China
27973758.0,Thailand
28014741.0,Thailand
28031817.0,Thailand
28034560.0,Thailand
28055806.0,Thailand
28067084.0,Thailand
28075919.0,Thailand
28077624.0,Thailand
28105535.0,United States of America
28245089.0,THAILAND
28270451.0,Thailand
28330428.0,Thailand
28338461.0,Thailand
28344197.0,Thailand
28425630.0,Thailand
28476568.0,Thailand
28493676.0,Thailand
28514673.0,Thailand
28516529.0,Thailand
28544062.0,Thailand
28552186.0,Thailand
28553249.0,Thailand
28566469.0,Thailand
28588392.0,Thailand
28593083.0,United States of America
28594409.0,Thailand
28595175.0,China
28623969.0,Thailand
28645899.0,United States of America
28650806.0,Thailand
28653292.0,Thailand
28656480.0,Thailand
28660193.0,Thailand
28677180.0,Thailand
28678026.0,Thailand
28683608.0,Thailand
28692266.0,Thailand
28697740.0,Thailand
28724938.0,Thailand
28733040.0,Thailand
28755854.0,Thailand
28778170.0,Thailand
28811312.0,Thailand
28826869.0,Thailand
28858504.0,Thailand
28865502.0,Thailand
28867702.0,Thailand
28874467.0,Thailand
28877002.0,China
28884480.0,Thailand
28908342.0,Thailand
28918990.0,Thailand
28928943.0,Thailand
28934086.0,Thailand
28942991.0,Thailand
28958184.0,Thailand
28975801.0,Thailand
28988333.0,Thailand
29012713.0,Thailand
29015218.0,Thailand
29048242.0,Thailand
29058156.0,Thailand
29106476.0,Thailand
29113597.0,Thailand
29128990.0,Thailand
29131426.0,Thailand
29153993.0,Thailand
29174655.0,Thailand
29180264.0,Thailand
29191967.0,United States of America
29222129.0,China
29226757.0,Thailand
29283535.0,Thailand
29303704.0,Thailand
29317072.0,Thailand
29445808.0,Thailand
29473703.0,Thailand
29510050.0,Thailand
29542107.0,Thailand
29585955.0,Thailand
29594052.0,Thailand
29606494.0,Thailand
29607227.0,Thailand
29639824.0,Thailand
29640654.0,Thailand
29646815.0,Thailand
29647239.0,Thailand
29731940.0,Thailand
29749912.0,Thailand
29755126.0,Thailand
29762467.0,Thailand
29814361.0,Thailand
29864813.0,Thailand
29905334.0,Thailand
29950383.0,Thailand
29962342.0,Thailand
29966607.0,Thailand
30053933.0,United States of America
30192505.0,Thailand
30212722.0,China
30225133.0,Thailand
30248575.0,Thailand
30257109.0,Thailand
30349022.0,Japan
30383636.0,Thailand
30388229.0,Thailand
30406315.0,Thailand
30409018.0,Thailand
30413118.0,Thailand
30423918.0,Singapore
30443922.0,Thailand
30482836.0,Thailand
30518244.0,Thailand
30531280.0,Thailand
30550902.0,Thailand
30557953.0,Thailand
30565653.0,Thailand
30608858.0,Thailand
30611778.0,United States of America
30633510.0,Thailand
30636760.0,Thailand
30637173.0,Thailand
30645349.0,Thailand
30659928.0,Thailand
30673906.0,Thailand
30677148.0,Thailand
30704502.0,Thailand
30718364.0,Thailand
30722893.0,Thailand
30729943.0,Thailand
30742715.0,Thailand
30752292.0,Thailand
30759632.0,Thailand
30765418.0,Thailand
30796408.0,Thailand
30807087.0,Thailand
30827357.0,Thailand
30830435.0,Thailand
30891342.0,Thailand
30902840.0,Thailand
30906623.0,Thailand
30928785.0,Thailand
30932378.0,Thailand
30937627.0,Thailand
30937844.0,Thailand
30985307.0,Thailand
31032416.0,Thailand
31046439.0,Thailand
31067374.0,Thailand
31075454.0,Thailand
31117677.0,Thailand
31140667.0,Thailand
31194959.0,Thailand
31331892.0,Thailand
31352076.0,Thailand
31358187.0,Thailand
31395619.0,Thailand
31402561.0,Thailand
31404300.0,Thailand
31408779.0,Thailand
31519508.0,United States of America
31533255.0,Thailand
31578463.0,Thailand
31589866.0,Thailand
31601937.0,Thailand
31635175.0,Thailand
31643337.0,Thailand
31688905.0,Thailand
31701462.0,Thailand
31725592.0,Thailand
31729903.0,Thailand
31753505.0,Thailand
31828154.0,Thailand
31831157.0,Thailand
31832612.0,Thailand
31858434.0,Thailand
31860110.0,Thailand
31865230.0,Thailand
31885863.0,Thailand
31908819.0,Thailand
31911713.0,Thailand
31939749.0,Thailand
31977554.0,Thailand
32014180.0,Thailand
32098464.0,China
32118330.0,United States of America
32140346.0,Thailand
32187331.0,Thailand
32194818.0,Thailand
32200117.0,Thailand
32209672.0,Thailand
32211539.0,Thailand
32229161.0,Thailand
32229376.0,Thailand
32231712.0,Thailand
32267387.0,Thailand
32276791.0,Thailand
32279854.0,Thailand
32286144.0,Thailand
32315116.0,Thailand
32344653.0,Thailand
32357149.0,Thailand
32360179.0,Thailand
32388187.0,Thailand
32427823.0,Thailand
32436867.0,Thailand
32441394.0,Thailand
32494524.0,Thailand
32501166.0,Thailand
32508756.0,Thailand
32510077.0,Thailand
32527304.0,Thailand
32591183.0,Thailand
32596306.0,Thailand
32650671.0,Thailand
32659305.0,Thailand
32675561.0,Thailand
32745542.0,Thailand
32791849.0,Thailand
32796554.0,Thailand
32805933.0,Thailand
32823096.0,Thailand
32863600.0,Thailand
32876690.0,Thailand
32890469.0,Thailand
32923822.0,Thailand
32945672.0,Thailand
32948874.0,Thailand
32994917.0,Thailand
32996834.0,Thailand
33047661.0,Thailand
33056372.0,Thailand
33078311.0,Thailand
33089825.0,Thailand
33113459.0,Thailand
33123459.0,Thailand
33128526.0,Thailand
33139447.0,Thailand
33147628.0,Thailand
33148230.0,Thailand
33186376.0,Thailand
33189849.0,Thailand
33199413.0,Thailand
33201241.0,Thailand
33232284.0,Japan
33235707.0,Thailand
33317901.0,Thailand
33343379.0,Thailand
33368183.0,Thailand
33374208.0,Thailand
33421487.0,Thailand
33437911.0,Thailand
33459336.0,Thailand
33462194.0,Thailand
33512662.0,Thailand
33518676.0,Thailand
33546002.0,Thailand
33553219.0,Thailand
33556470.0,Thailand
33580012.0,Thailand
33610064.0,Japan
33630410.0,Thailand
33673087.0,Thailand
33691355.0,Thailand
33714919.0,Thailand
33741860.0,Thailand
33800938.0,Thailand
33802182.0,Thailand
33804512.0,Thailand
33837640.0,Thailand
33840106.0,Thailand
33841858.0,Thailand
33870716.0,Thailand
33871622.0,Thailand
33873159.0,Thailand
33885331.0,Thailand
33887277.0,Thailand
33918860.0,Thailand
33927732.0,Thailand
33942152.0,Thailand
33960934.0,Thailand
34000572.0,Thailand
34056202.0,Thailand
34069986.0,Thailand
34134053.0,Thailand
34149961.0,Thailand
34177115.0,Thailand
34180780.0,Thailand
34241648.0,Thailand
34253232.0,Thailand
34257099.0,Thailand
34281885.0,Thailand
34290989.0,Thailand
34335498.0,Thailand
34336676.0,Thailand
34341499.0,Thailand
34356286.0,Thailand
34358340.0,Thailand
34369407.0,China
34375350.0,Thailand
34403590.0,Thailand
34416845.0,Thailand
34431024.0,Thailand
34449914.0,Thailand
34475589.0,Thailand
34478567.0,Thailand
34494237.0,Thailand
34494612.0,Thailand
34495452.0,Thailand
34558662.0,Thailand
34562974.0,Thailand
34569390.0,Thailand
34617645.0,Thailand
34637470.0,Thailand
34677876.0,Thailand
34691909.0,Thailand
34706702.0,Thailand
34726724.0,Thailand
34739521.0,Thailand
34743304.0,Thailand
34754616.0,Thailand
34761313.0,Thailand
34765507.0,China
34781163.0,Thailand
34783815.0,Thailand
34812907.0,Thailand
34824828.0,Thailand
34841853.0,Thailand
34848488.0,Thailand
34866543.0,Thailand
34866908.0,Thailand
34877227.0,Thailand
34881063.0,Thailand
34881072.0,China
34901242.0,Thailand
34913118.0,Thailand
34923299.0,United States of America
34955380.0,Thailand
34970958.0,Thailand
34988223.0,Thailand
34996032.0,Thailand
35011727.0,Thailand
35034779.0,Thailand
35050749.0,Thailand
35051246.0,Thailand
35052411.0,Thailand
35055228.0,Thailand
35070250.0,Thailand
35075205.0,Thailand
35090932.0,Thailand
35095077.0,Thailand
35153499.0,Thailand
35174243.0,Thailand
35198798.0,Thailand
35236272.0,Thailand
35257029.0,Thailand
35272585.0,Thailand
35300187.0,Thailand
35318646.0,Thailand
35331169.0,Thailand
35354120.0,Thailand
35380981.0,Thailand
35395653.0,Thailand
35404060.0,Thailand
35446553.0,Thailand
35473195.0,Thailand
35494656.0,Thailand
35495208.0,Thailand
35517061.0,Thailand
35537011.0,Thailand
35550184.0,Thailand
35562416.0,Thailand
35569789.0,Thailand
35571200.0,Thailand
35588288.0,Thailand
35625703.0,China
35644691.0,Thailand
35646961.0,Thailand
35653213.0,Thailand
35655464.0,Thailand
35692592.0,Thailand
35729632.0,Thailand
35744695.0,Thailand
35759540.0,Thailand
35786907.0,Thailand
35790958.0,Thailand
35795893.0,Thailand
35803596.0,Thailand
35808087.0,China
35813735.0,Thailand
35836653.0,Thailand
35839745.0,Thailand
35852854.0,Thailand
35859010.0,Thailand
35869575.0,Thailand
35873292.0,Thailand
35891615.0,Thailand
35895968.0,Thailand
35896245.0,Thailand
35906007.0,Thailand
35918556.0,Thailand
35921563.0,Cambodia
35930317.0,Thailand
35934445.0,Thailand
35937914.0,Thailand
35961153.0,Thailand
35968257.0,Thailand
35974975.0,Thailand
36009083.0,Thailand
36013510.0,Thailand
36016873.0,Thailand
36022026.0,United States of America
36038176.0,Thailand
36062440.0,Thailand
36068631.0,Thailand
36077876.0,Thailand
36081549.0,Thailand
36091506.0,Thailand
36102667.0,Thailand
36133388.0,Thailand
36144478.0,Thailand
36165035.0,Thailand
36177139.0,Thailand
36182074.0,Thailand
36188759.0,Thailand
36205630.0,Thailand
36250683.0,Thailand
36256096.0,Thailand
36283592.0,Thailand
36284311.0,Thailand
36291911.0,Thailand
36294801.0,Thailand
36308101.0,Thailand
36315822.0,Thailand
36332847.0,Thailand
36335680.0,Thailand
36356261.0,Thailand
36393059.0,Thailand
36395360.0,Thailand
36398864.0,Thailand
36409365.0,Thailand
36432314.0,Thailand
36506791.0,Thailand
36519893.0,Thailand
36539274.0,Thailand
36550999.0,Thailand
36575772.0,Thailand
36584608.0,Thailand
36606965.0,Thailand
36608577.0,Thailand
36616777.0,Thailand
36651928.0,Thailand
36701038.0,Thailand
36707758.0,Thailand
36845440.0,Thailand
36855347.0,Thailand
36868472.0,Thailand
36898315.0,Thailand
36907307.0,"Taiwan, Province of China[a]"
36925469.0,Thailand
36932447.0,Thailand
36935174.0,Thailand
36936889.0,Thailand
36939430.0,Thailand
36960376.0,Thailand
36978722.0,Thailand
37006905.0,Thailand
37060146.0,Thailand
37096178.0,Thailand
37115311.0,Thailand
37128478.0,Thailand
37130535.0,Thailand
37134740.0,Thailand
37147480.0,Thailand
37164082.0,Thailand
37165616.0,China
37174524.0,Thailand
37185046.0,United States of America
37188441.0,Thailand
37232507.0,Thailand
37253542.0,Thailand
37276975.0,Thailand
37277737.0,Thailand
37294493.0,China
37312479.0,Thailand
37318333.0,Thailand
37322442.0,Thailand
37324831.0,Thailand
37328671.0,Thailand
37334320.0,Thailand
37340849.0,Thailand
37347847.0,Thailand
37348575.0,Thailand
37351768.0,Thailand
37362323.0,Thailand
37384100.0,United States of America
37390003.0,Thailand
37391286.0,Thailand
37399907.0,Thailand
37415876.0,Thailand
37431826.0,Thailand
37434796.0,Thailand
37442409.0,Thailand
37442656.0,Thailand
37448154.0,Thailand
37454799.0,Thailand
37454978.0,Thailand
37465898.0,Thailand
37467621.0,Thailand
37468502.0,Thailand
37473464.0,Thailand
37506683.0,Thailand
37508906.0,Thailand
37510327.0,Thailand
37514275.0,Thailand
37520821.0,Thailand
37521785.0,Thailand
37522620.0,Thailand
37523490.0,Thailand
37524247.0,Thailand
37524581.0,Thailand
37526556.0,Thailand
37535847.0,Thailand
37553762.0,Thailand
37553990.0,Thailand
37558073.0,Thailand
37561328.0,Thailand
37569183.0,Thailand
37569231.0,Thailand
37582404.0,Thailand
37599954.0,Thailand
37609028.0,Thailand
