created_date,id,merchant_id,payment_method_id,charged_amount,captured,failure_code,card_id,description,merchant_name,Category,card_country
2020-01-02,68603449,37768,P002,576.73,True,,,TrueMoney Wallet,Devlex,,
2020-01-02,68646727,37768,P002,,False,insufficient_fund,,TrueMoney Wallet,Devlex,,
2020-01-02,68589968,37768,P002,1588.58,True,,,TrueMoney Wallet,Devlex,,
2020-01-03,68721355,61534,P001,,False,,39125105.0,Credit Card,Main Street,,Thailand
2020-01-03,68768463,13846,P001,491.13,True,,24857983.0,Credit Card,ZeperonMeet,,China
2020-01-03,68811592,16129,P001,,False,,24282989.0,Credit Card,Better Land,,United States of America
2020-01-03,68789820,11382,P001,245.0,True,,40135857.0,Credit Card,The Hot Kitchen,,Thailand
2020-01-03,68767193,13846,P001,426.93,True,,37130535.0,Credit Card,ZeperonMeet,,Thailand
2020-01-03,68711272,13846,P001,,False,insufficient_fund,44780447.0,Credit Card,ZeperonMeet,,Thailand
2020-01-03,68726052,13846,P001,754.43,True,,15703639.0,Credit Card,ZeperonMeet,,Thailand
2020-01-03,68739703,37768,P001,1388.86,True,,26715425.0,Credit Card,Devlex,,Thailand
2020-01-03,68779816,61534,P001,28.0,True,,43816304.0,Credit Card,Main Street,,Thailand
2020-01-03,68735932,17419,P001,1037.9,True,,20305949.0,Credit Card,BillElectro,,Thailand
2020-01-03,68730567,15741,P001,747.93,True,,44787945.0,Credit Card,WorlCon,Fraud,Canada
2020-01-03,68707653,16129,P004,,False,timeout,,Alipay (Online),Better Land,,
2020-01-03,68755500,37768,P002,549.34,True,,,TrueMoney Wallet,Devlex,,
2020-01-03,68738088,37768,P002,,False,insufficient_fund,,TrueMoney Wallet,Devlex,,
2020-01-03,68824819,37768,P002,853.86,True,,,TrueMoney Wallet,Devlex,,
2020-01-03,68817624,37768,P002,,False,,,TrueMoney Wallet,Devlex,,
2020-01-03,68781985,19144,P005,,False,timeout,,Internet Banking,ClaraBankz,,
2020-01-03,68701925,37769,P002,,False,insufficient_fund,,TrueMoney Wallet,Women Store,,
2020-01-03,68702810,37768,P002,,False,,,TrueMoney Wallet,Devlex,,
2020-01-03,68814485,37768,P002,107.0,True,,,TrueMoney Wallet,Devlex,,
2020-01-03,68702248,37769,P002,,False,insufficient_fund,,TrueMoney Wallet,Women Store,,
2020-01-04,68839842,13846,P001,776.86,True,,18766883.0,Credit Card,ZeperonMeet,,Thailand
2020-01-04,68833789,15741,P001,,False,invalid_account_number,22906303.0,Credit Card,WorlCon,,China
2020-01-04,68918256,61534,P001,145.0,True,,43794921.0,Credit Card,Main Street,,JAPAN
2020-01-04,68901408,11382,P001,509.0,True,,44862840.0,Credit Card,The Hot Kitchen,,Thailand
2020-01-04,68931522,61534,P001,161.0,True,,37905767.0,Credit Card,Main Street,,Thailand
2020-01-04,68931776,13846,P001,319.06,True,,8190459.0,Credit Card,ZeperonMeet,,Thailand
2020-01-04,68898458,37768,P001,1232.64,True,,30053933.0,Credit Card,Devlex,,United States of America
2020-01-04,68929859,61534,P001,22.0,True,,42290332.0,Credit Card,Main Street,,Thailand
2020-01-04,68884045,13846,P001,214.0,True,,37232507.0,Credit Card,ZeperonMeet,,Thailand
2020-01-04,68923598,37768,P001,747.39,True,,23114216.0,Credit Card,Devlex,,Thailand
2020-01-04,68848364,60611,P001,250.0,True,,43165218.0,Credit Card,M-Video,Fraud,Malaysia
2020-01-04,68864799,43626,P003,990.0,True,,,Alipay (In store),Truebelle,,
2020-01-04,68832858,37768,P002,532.86,True,,,TrueMoney Wallet,Devlex,,
2020-01-04,68851966,37768,P002,640.84,True,,,TrueMoney Wallet,Devlex,,
2020-01-04,68850093,37768,P002,,False,insufficient_fund,,TrueMoney Wallet,Devlex,,
2020-01-04,68855770,37768,P002,,False,,,TrueMoney Wallet,Devlex,,
2020-01-04,68897007,37768,P002,1336.43,True,,,TrueMoney Wallet,Devlex,,
2020-01-04,68910321,43626,P003,4612.5,True,,,Alipay (In store),Truebelle,,
2020-01-04,68876448,37768,P002,559.61,True,,,TrueMoney Wallet,Devlex,,
2020-01-04,68919257,43626,P003,1260.0,True,,,Alipay (In store),Truebelle,,
2020-01-04,68926234,37768,P002,854.93,True,,,TrueMoney Wallet,Devlex,,
2020-01-05,69010663,3045,P001,3035.19,True,,44910529.0,Credit Card,FlyingCable,,Thailand
2020-01-05,69054763,16129,P001,200.0,True,,44929465.0,Credit Card,Better Land,,Thailand
2020-01-05,68952491,8616,P001,,False,payment_rejected,44884608.0,Credit Card,ColoFest,,Canada
2020-01-05,68950357,25272,P001,,False,payment_rejected,26577176.0,Credit Card,StarCave,,United States of America
2020-01-05,68996372,37768,P001,,False,,44903824.0,Credit Card,Devlex,,China
2020-01-05,68988055,17419,P001,378.78,True,,27724647.0,Credit Card,BillElectro,,Thailand
2020-01-05,68993882,3045,P001,1538.17,True,,44902682.0,Credit Card,FlyingCable,,Thailand
2020-01-05,68971844,17693,P001,,False,,44892688.0,Credit Card,Web Mall,,Thailand
2020-01-05,68967488,37768,P001,424.79,True,,44890839.0,Credit Card,Devlex,,Thailand
2020-01-05,68971483,61534,P001,70.0,True,,40946152.0,Credit Card,Main Street,,Thailand
2020-01-05,69008749,8616,P001,1665.03,True,,44909642.0,Credit Card,ColoFest,Commercial,United Kingdom of Great Britain and Northern Ireland
2020-01-05,69037728,37768,P002,587.43,True,,,TrueMoney Wallet,Devlex,,
2020-01-05,68978583,37768,P002,900.41,True,,,TrueMoney Wallet,Devlex,,
2020-01-05,69012153,37768,P002,,False,insufficient_fund,,TrueMoney Wallet,Devlex,,
2020-01-05,69016994,43626,P003,1102.5,True,,,Alipay (In store),Truebelle,,
2020-01-05,69024761,43626,P003,825.0,True,,,Alipay (In store),Truebelle,,
2020-01-05,68953119,37768,P002,,False,insufficient_fund,,TrueMoney Wallet,Devlex,,
2020-01-05,68981348,43624,P003,2015.0,True,,,Alipay (In store),BlueBliss Boutique,,
2020-01-05,69031254,37768,P002,170.91,True,,,TrueMoney Wallet,Devlex,,
2020-01-05,69008297,37768,P002,,False,invalid_account,,TrueMoney Wallet,Devlex,,
2020-01-05,69024307,37768,P002,452.91,True,,,TrueMoney Wallet,Devlex,,
2020-01-06,69109717,25272,P001,1905.82,True,,26392798.0,Credit Card,StarCave,,Thailand
2020-01-06,69069360,43682,P001,319.93,True,,42394240.0,Credit Card,WhiteFoxy,,Thailand
2020-01-06,69101874,17693,P001,,False,invalid_security_code,44957184.0,Credit Card,Web Mall,,China
2020-01-06,69075517,61534,P001,30.0,True,,40675362.0,Credit Card,Main Street,,Thailand
2020-01-06,69086335,15748,P001,,False,invalid_security_code,44949951.0,Credit Card,Magic Cross,,Thailand
2020-01-06,69122720,17420,P001,912.68,True,,36133388.0,Credit Card,Earthbound,,Thailand
2020-01-06,69105851,13846,P001,1047.53,True,,33553219.0,Credit Card,ZeperonMeet,,Thailand
2020-01-06,69106527,13846,P001,426.93,True,,29131426.0,Credit Card,ZeperonMeet,,Thailand
2020-01-06,69178967,61534,P001,24.0,True,,44266807.0,Credit Card,Main Street,,Thailand
2020-01-06,69153630,37768,P001,,False,,44981199.0,Credit Card,Devlex,,Thailand
2020-01-06,69067172,13846,P001,1269.64,True,,44944761.0,Credit Card,ZeperonMeet,Commercial,Thailand
2020-01-06,69180266,37768,P002,799.29,True,,,TrueMoney Wallet,Devlex,,
2020-01-06,69121028,43626,P003,3980.0,True,,,Alipay (In store),Truebelle,,
2020-01-06,69157163,37769,P002,50.0,True,,,TrueMoney Wallet,Women Store,,
2020-01-06,69097706,37768,P002,1175.93,True,,,TrueMoney Wallet,Devlex,,
2020-01-06,69161571,37769,P002,,False,invalid_account,,TrueMoney Wallet,Women Store,,
2020-01-06,69148749,43624,P003,355.0,True,,,Alipay (In store),BlueBliss Boutique,,
2020-01-06,69093269,37768,P002,1013.29,True,,,TrueMoney Wallet,Devlex,,
2020-01-06,69164501,37768,P002,1187.7,True,,,TrueMoney Wallet,Devlex,,
2020-01-06,69078303,37768,P002,1134.73,True,,,TrueMoney Wallet,Devlex,,
2020-01-06,69096529,16129,P004,,False,timeout,,Alipay (Online),Better Land,,
2020-01-07,69233745,22868,P001,205.0,True,,45009454.0,Credit Card,FashionFiesta,,Thailand
2020-01-07,69267636,13846,P001,898.32,True,,42026920.0,Credit Card,ZeperonMeet,,Thailand
2020-01-07,69250961,3045,P001,,False,failed_processing,45017552.0,Credit Card,FlyingCable,,China
2020-01-07,69281561,13846,P001,,False,payment_rejected,24167805.0,Credit Card,ZeperonMeet,,Thailand
2020-01-07,69280420,61534,P001,26.0,True,,37454978.0,Credit Card,Main Street,,Thailand
2020-01-07,69269791,13846,P001,694.43,True,,45027141.0,Credit Card,ZeperonMeet,,Thailand
2020-01-07,69254109,3045,P001,726.42,True,,45019068.0,Credit Card,FlyingCable,,Thailand
2020-01-07,69281574,3045,P001,747.93,True,,45032667.0,Credit Card,FlyingCable,,Thailand
2020-01-07,69293279,17693,P001,,False,invalid_security_code,45037752.0,Credit Card,Web Mall,,Thailand
2020-01-07,69278847,16129,P001,20.0,True,,45031383.0,Credit Card,Better Land,,Thailand
2020-01-07,69266483,11382,P001,1292.0,True,,44925306.0,Credit Card,The Hot Kitchen,Fraud,Japan
2020-01-07,69240501,37768,P002,965.67,True,,,TrueMoney Wallet,Devlex,,
2020-01-07,69249250,43624,P003,5380.0,True,,,Alipay (In store),BlueBliss Boutique,,
2020-01-07,69269010,37768,P002,770.4,True,,,TrueMoney Wallet,Devlex,,
2020-01-07,69237569,37768,P002,208.91,True,,,TrueMoney Wallet,Devlex,,
2020-01-07,69228977,37768,P002,1175.93,True,,,TrueMoney Wallet,Devlex,,
2020-01-07,69270973,37769,P002,100.0,True,,,TrueMoney Wallet,Women Store,,
2020-01-07,69210529,16129,P004,,False,timeout,,Alipay (Online),Better Land,,
2020-01-07,69307934,37768,P002,,False,insufficient_fund,,TrueMoney Wallet,Devlex,,
2020-01-07,69291777,37768,P002,,False,invalid_account,,TrueMoney Wallet,Devlex,,
2020-01-07,69267606,43626,P003,1465.0,True,,,Alipay (In store),Truebelle,,
2020-01-08,69371775,61534,P001,118.0,True,,29731940.0,Credit Card,Main Street,,Thailand
2020-01-08,69423822,13846,P001,,False,payment_rejected,45094404.0,Credit Card,ZeperonMeet,,Japan
2020-01-08,69326496,61534,P001,89.0,True,,41951769.0,Credit Card,Main Street,,Thailand
2020-01-08,69390981,17693,P001,,False,invalid_security_code,45080309.0,Credit Card,Web Mall,,Thailand
2020-01-08,69403371,17420,P001,226.84,True,,45085953.0,Credit Card,Earthbound,,Thailand
2020-01-08,69357573,17420,P001,1959.87,True,,11794027.0,Credit Card,Earthbound,,Thailand
2020-01-08,69387542,13846,P001,,False,invalid_security_code,45078460.0,Credit Card,ZeperonMeet,,Thailand
2020-01-08,69423703,61534,P001,44.0,True,,40996401.0,Credit Card,Main Street,,Thailand
2020-01-08,69326472,13846,P001,996.93,True,,45050555.0,Credit Card,ZeperonMeet,,Thailand
2020-01-08,69380097,17420,P001,5636.33,True,,39781413.0,Credit Card,Earthbound,,Thailand
2020-01-08,69371734,11382,P001,1824.0,True,,45069761.0,Credit Card,The Hot Kitchen,Fraud,Turkey
2020-01-08,69361950,37768,P002,1237.99,True,,,TrueMoney Wallet,Devlex,,
2020-01-08,69362160,37768,P002,854.93,True,,,TrueMoney Wallet,Devlex,,
2020-01-08,69415409,616,P002,307.0,True,,,TrueMoney Wallet,GoldenRing,,
2020-01-08,69377484,43626,P003,1650.0,True,,,Alipay (In store),Truebelle,,
2020-01-08,69353799,43624,P003,665.0,True,,,Alipay (In store),BlueBliss Boutique,,
2020-01-08,69318189,13744,P004,,False,timeout,,Alipay (Online),BIDee,,
2020-01-08,69358189,43626,P003,13100.0,True,,,Alipay (In store),Truebelle,,
2020-01-08,69341814,37768,P002,1923.86,True,,,TrueMoney Wallet,Devlex,,
2020-01-08,69391058,37769,P002,50.0,True,,,TrueMoney Wallet,Women Store,,
2020-01-08,69386908,43624,P003,10110.0,True,,,Alipay (In store),BlueBliss Boutique,,
2020-01-09,69472296,61534,P001,16.0,True,,44235684.0,Credit Card,Main Street,,Thailand
2020-01-09,69499384,37768,P001,730.0,True,,45126815.0,Credit Card,Devlex,,Thailand
2020-01-09,69451506,37768,P001,,False,payment_rejected,45104186.0,Credit Card,Devlex,,Thailand
2020-01-09,69516426,61534,P001,159.75,True,,40402704.0,Credit Card,Main Street,,Thailand
2020-01-09,69508318,37768,P001,,False,,36932447.0,Credit Card,Devlex,,Thailand
2020-01-09,69511437,9034,P001,927.0,True,,41717577.0,Credit Card,River & pond Care,,Thailand
2020-01-09,69468148,61534,P001,50.0,True,,42465580.0,Credit Card,Main Street,,Thailand
2020-01-09,69496110,3045,P001,320.46,True,,45125333.0,Credit Card,FlyingCable,,Thailand
2020-01-09,69462087,13846,P001,323.14,True,,43679754.0,Credit Card,ZeperonMeet,,Thailand
2020-01-09,69519426,61534,P001,43.0,True,,34781163.0,Credit Card,Main Street,,Thailand
2020-01-09,69455964,14563,P001,5270.0,True,,45106003.0,Credit Card,GiftAt,Commercial,Thailand
2020-01-09,69463625,37768,P002,534.46,True,,,TrueMoney Wallet,Devlex,,
2020-01-09,69502747,37768,P002,452.03,True,,,TrueMoney Wallet,Devlex,,
2020-01-09,69489212,37769,P002,,False,insufficient_fund,,TrueMoney Wallet,Women Store,,
2020-01-09,69526631,37768,P002,160.18,True,,,TrueMoney Wallet,Devlex,,
2020-01-09,69521583,37768,P002,831.39,True,,,TrueMoney Wallet,Devlex,,
2020-01-09,69493834,37768,P002,432.28,True,,,TrueMoney Wallet,Devlex,,
2020-01-09,69488146,43626,P003,1320.0,True,,,Alipay (In store),Truebelle,,
2020-01-09,69465504,43626,P003,3060.0,True,,,Alipay (In store),Truebelle,,
2020-01-09,69437471,37769,P002,,False,,,TrueMoney Wallet,Women Store,,
2020-01-09,69457606,65025,P002,,False,,,TrueMoney Wallet,Surprise,,
2020-01-10,69564401,13846,P001,,False,,45150027.0,Credit Card,ZeperonMeet,,China
2020-01-10,69584529,13846,P001,,False,payment_rejected,16498250.0,Credit Card,ZeperonMeet,,Thailand
2020-01-10,69547354,59147,P001,2000.0,True,,34000572.0,Credit Card,Man wire,,Thailand
2020-01-10,69616444,8616,P001,1394.46,True,,45173216.0,Credit Card,ColoFest,,United Kingdom of Great Britain and Northern Ireland
2020-01-10,69618392,13846,P001,,False,invalid_security_code,45174046.0,Credit Card,ZeperonMeet,,Thailand
2020-01-10,69597582,3045,P001,854.93,True,,45164543.0,Credit Card,FlyingCable,,Thailand
2020-01-10,69630207,71206,P001,70.0,True,,42591654.0,Credit Card,FoodDepot General Store,,Thailand
2020-01-10,69541468,25272,P001,,False,insufficient_fund,10603804.0,Credit Card,StarCave,,Thailand
2020-01-10,69585650,61534,P001,160.0,True,,39889909.0,Credit Card,Main Street,,Thailand
2020-01-10,69570397,17693,P001,,False,,45152364.0,Credit Card,Web Mall,,Thailand
2020-01-10,69582596,51848,P001,2140.0,True,,44918893.0,Credit Card,Arbor General Store,Commercial,Thailand
2020-01-10,69567462,37768,P002,533.93,True,,,TrueMoney Wallet,Devlex,,
2020-01-10,69644497,37768,P002,,False,invalid_account,,TrueMoney Wallet,Devlex,,
2020-01-10,69544525,16129,P004,,False,timeout,,Alipay (Online),Better Land,,
2020-01-10,69548764,37768,P002,1175.93,True,,,TrueMoney Wallet,Devlex,,
2020-01-10,69615469,37769,P002,20.0,True,,,TrueMoney Wallet,Women Store,,
2020-01-10,69622771,16129,P004,,False,timeout,,Alipay (Online),Better Land,,
2020-01-10,69584826,43626,P003,2150.0,True,,,Alipay (In store),Truebelle,,
2020-01-10,69567132,37769,P002,,False,invalid_account,,TrueMoney Wallet,Women Store,,
2020-01-10,69555763,37769,P002,,False,invalid_account,,TrueMoney Wallet,Women Store,,
2020-01-10,69570096,37768,P002,113.85,True,,,TrueMoney Wallet,Devlex,,
2020-01-11,69737838,65025,P001,99.0,True,,45221343.0,Credit Card,Surprise,,Thailand
2020-01-11,69724451,2750,P001,,False,insufficient_fund,44980615.0,Credit Card,Deco,,Philippines
2020-01-11,69681470,13846,P001,,False,insufficient_fund,14260698.0,Credit Card,ZeperonMeet,,China
2020-01-11,69674527,1665,P001,,False,,45194654.0,Credit Card,RecordEase,,Thailand
2020-01-11,69737286,65025,P001,99.0,True,,45221109.0,Credit Card,Surprise,,Thailand
2020-01-11,69747075,16129,P001,,False,,45235307.0,Credit Card,Better Land,,United States of America
2020-01-11,69691044,17419,P001,1300.12,True,,41786748.0,Credit Card,BillElectro,,Thailand
2020-01-11,69706905,61534,P001,35.0,True,,22455390.0,Credit Card,Main Street,,Thailand
2020-01-11,69751508,11757,P001,398.0,True,,45242014.0,Credit Card,Cherished electrical travaling,,Japan
2020-01-11,69704779,3045,P001,1802.74,True,,45207220.0,Credit Card,FlyingCable,,Thailand
2020-01-11,69719283,33506,P001,2578.0,True,,45213544.0,Credit Card,Jackson Street,Fraud,Thailand
2020-01-11,69698610,53661,P005,,False,timeout,,Internet Banking,PlentyFresh,,
2020-01-11,69660174,37769,P002,50.0,True,,,TrueMoney Wallet,Women Store,,
2020-01-11,69744864,37769,P002,,False,insufficient_fund,,TrueMoney Wallet,Women Store,,
2020-01-11,69705828,37769,P002,,False,,,TrueMoney Wallet,Women Store,,
2020-01-11,69682733,37768,P002,642.54,True,,,TrueMoney Wallet,Devlex,,
2020-01-11,69691951,37768,P002,,False,insufficient_fund,,TrueMoney Wallet,Devlex,,
2020-01-11,69704364,48917,P005,299.0,True,,,Internet Banking,Rogun,,
2020-01-11,69755059,65025,P002,319.0,True,,,TrueMoney Wallet,Surprise,,
2020-01-11,69750482,37768,P002,,False,insufficient_fund,,TrueMoney Wallet,Devlex,,
2020-01-11,69744956,65025,P002,99.0,True,,,TrueMoney Wallet,Surprise,,
2020-01-12,69831272,61534,P001,,False,invalid_security_code,11504433.0,Credit Card,Main Street,,Thailand
2020-01-12,69857476,61534,P001,41.0,True,,38151681.0,Credit Card,Main Street,,Thailand
2020-01-12,69836421,37768,P001,480.96,True,,45373844.0,Credit Card,Devlex,,Thailand
2020-01-12,69777589,61534,P001,123.0,True,,43793639.0,Credit Card,Main Street,,Thailand
2020-01-12,69817865,61534,P001,30.0,True,,40032732.0,Credit Card,Main Street,,Thailand
2020-01-12,69808405,61534,P001,159.0,True,,43386846.0,Credit Card,Main Street,,Thailand
2020-01-12,69818075,15748,P001,200.0,True,,45345702.0,Credit Card,Magic Cross,,Thailand
2020-01-12,69795249,4646,P001,300.0,True,,43651991.0,Credit Card,Pipe Palace,,Thailand
2020-01-12,69809967,61534,P001,289.0,True,,39409557.0,Credit Card,Main Street,,Thailand
2020-01-12,69802318,61534,P001,52.0,True,,43419939.0,Credit Card,Main Street,,Thailand
2020-01-12,69793549,4478,P001,799.0,True,,45313516.0,Credit Card,Wish Care,Fraud,Thailand
2020-01-12,69766646,16129,P004,,False,timeout,,Alipay (Online),Better Land,,
2020-01-12,69820238,15748,P002,,False,,,TrueMoney Wallet,Magic Cross,,
2020-01-12,69823662,19144,P005,,False,timeout,,Internet Banking,ClaraBankz,,
2020-01-12,69794513,37769,P002,,False,,,TrueMoney Wallet,Women Store,,
2020-01-12,69800665,65025,P002,179.0,True,,,TrueMoney Wallet,Surprise,,
2020-01-12,69830972,37768,P002,3167.68,True,,,TrueMoney Wallet,Devlex,,
2020-01-12,69803655,37768,P002,855.36,True,,,TrueMoney Wallet,Devlex,,
2020-01-12,69849270,37768,P002,376.64,True,,,TrueMoney Wallet,Devlex,,
2020-01-12,69839594,26916,P005,,False,timeout,,Internet Banking,Flying Fest,,
2020-01-12,69796713,37768,P002,854.93,True,,,TrueMoney Wallet,Devlex,,
2020-01-13,69947148,17419,P001,640.93,True,,43933899.0,Credit Card,BillElectro,,Thailand
2020-01-13,69925422,16129,P001,50.0,True,,45535632.0,Credit Card,Better Land,,
2020-01-13,69879647,61534,P001,32.0,True,,43231050.0,Credit Card,Main Street,,Thailand
2020-01-13,69922290,9548,P001,84.0,True,,13864650.0,Credit Card,Hidden Drive,,Thailand
2020-01-13,69955257,71207,P001,652.0,True,,38168543.0,Credit Card,MysticSpace,,Thailand
2020-01-13,69890376,17420,P001,3917.86,True,,36898315.0,Credit Card,Earthbound,,Thailand
2020-01-13,69911519,61534,P001,49.0,True,,44271919.0,Credit Card,Main Street,,Thailand
2020-01-13,69940412,3045,P001,1476.6,True,,45542700.0,Credit Card,FlyingCable,,Thailand
2020-01-13,69903633,13846,P001,470.71,True,,43541014.0,Credit Card,ZeperonMeet,,Thailand
2020-01-13,69925961,15748,P001,850.0,True,,45535879.0,Credit Card,Magic Cross,,Thailand
2020-01-13,69882278,4478,P001,500.0,True,,45485846.0,Credit Card,Wish Care,Fraud,Canada
2020-01-13,69881825,13744,P004,,False,timeout,,Alipay (Online),BIDee,,
2020-01-13,69934028,37768,P002,,False,,,TrueMoney Wallet,Devlex,,
2020-01-13,69873052,37768,P002,4933.77,True,,,TrueMoney Wallet,Devlex,,
2020-01-13,69884681,37769,P002,,False,insufficient_fund,,TrueMoney Wallet,Women Store,,
2020-01-13,69946657,37768,P002,,False,insufficient_fund,,TrueMoney Wallet,Devlex,,
2020-01-13,69918204,43626,P003,4075.0,True,,,Alipay (In store),Truebelle,,
2020-01-13,69872705,37769,P002,20.0,True,,,TrueMoney Wallet,Women Store,,
2020-01-13,69953786,15748,P002,50.0,True,,,TrueMoney Wallet,Magic Cross,,
2020-01-13,69924435,37768,P002,231.98,True,,,TrueMoney Wallet,Devlex,,
2020-01-13,69872557,15748,P002,,False,insufficient_fund,,TrueMoney Wallet,Magic Cross,,
2020-01-14,70005002,61534,P001,171.0,True,,39109953.0,Credit Card,Main Street,,Thailand
2020-01-14,70042476,13846,P001,853.86,True,,35859010.0,Credit Card,ZeperonMeet,,Thailand
2020-01-14,70032527,17419,P001,3638.0,True,,39206581.0,Credit Card,BillElectro,,Thailand
2020-01-14,69998574,43682,P001,656.98,True,,21977501.0,Credit Card,WhiteFoxy,,Thailand
2020-01-14,70089134,17419,P001,3206.79,True,,42712963.0,Credit Card,BillElectro,,Thailand
2020-01-14,70004589,2750,P001,315.0,True,,45177541.0,Credit Card,Deco,,Philippines
2020-01-14,69992594,25272,P001,,False,failed_processing,43146564.0,Credit Card,StarCave,,Thailand
2020-01-14,70015727,9548,P001,226.0,True,,29174655.0,Credit Card,Hidden Drive,,Thailand
2020-01-14,70078304,61534,P001,434.0,True,,41924036.0,Credit Card,Main Street,,Thailand
2020-01-14,70058729,17420,P001,2000.0,True,,27896179.0,Credit Card,Earthbound,,Thailand
2020-01-14,69998735,43682,P001,384.67,True,,36575772.0,Credit Card,WhiteFoxy,Fraud,Thailand
2020-01-14,69995818,37769,P002,,False,,,TrueMoney Wallet,Women Store,,
2020-01-14,69987080,37768,P002,,False,insufficient_fund,,TrueMoney Wallet,Devlex,,
2020-01-14,70075855,43626,P003,2050.0,True,,,Alipay (In store),Truebelle,,
2020-01-14,70098217,16129,P004,,False,timeout,,Alipay (Online),Better Land,,
2020-01-14,70067187,37768,P002,,False,insufficient_fund,,TrueMoney Wallet,Devlex,,
2020-01-14,70054634,43626,P003,5655.0,True,,,Alipay (In store),Truebelle,,
2020-01-14,70062574,37769,P002,20.0,True,,,TrueMoney Wallet,Women Store,,
2020-01-14,70034158,16129,P004,,False,timeout,,Alipay (Online),Better Land,,
2020-01-14,70048837,37768,P002,904.93,True,,,TrueMoney Wallet,Devlex,,
2020-01-14,70005311,25272,P005,4218.8,True,,,Internet Banking,StarCave,,
2020-01-15,70150617,37768,P001,,False,,43301157.0,Credit Card,Devlex,,Thailand
2020-01-15,70186694,13846,P001,,False,invalid_security_code,45641996.0,Credit Card,ZeperonMeet,,Thailand
2020-01-15,70201584,13846,P001,35.47,True,,9513572.0,Credit Card,ZeperonMeet,,Thailand
2020-01-15,70212087,61534,P001,29.0,True,,42803899.0,Credit Card,Main Street,,Thailand
2020-01-15,70215811,61534,P001,176.0,True,,42242180.0,Credit Card,Main Street,,Thailand
