created_date,id,merchant_id,payment_method_id,charged_amount,captured,failure_code,card_id
1/9/2020,69455964,14563,P001,5270,TRUE,,45106003
1/9/2020,69463625,37768,P002,534.46,TRUE,,
1/9/2020,69502747,37768,P002,452.03,TRUE,,
1/9/2020,69489212,37769,P002,,FALSE,insufficient_fund,
1/9/2020,69526631,37768,P002,160.18,TRUE,,
1/9/2020,69521583,37768,P002,831.39,TRUE,,
1/9/2020,69493834,37768,P002,432.28,TRUE,,
1/9/2020,69488146,43626,P003,1320,TRUE,,
1/9/2020,69465504,43626,P003,3060,TRUE,,
1/9/2020,69437471,37769,P002,,FALSE,,
1/9/2020,69457606,65025,P002,,FALSE,,
1/10/2020,69564401,13846,P001,,FALSE,,45150027
1/10/2020,69584529,13846,P001,,FALSE,payment_rejected,16498250
1/10/2020,69547354,59147,P001,2000,TRUE,,34000572
1/10/2020,69616444,8616,P001,1394.46,TRUE,,45173216
1/10/2020,69618392,13846,P001,,FALSE,invalid_security_code,45174046
1/10/2020,69597582,3045,P001,854.93,TRUE,,45164543
1/10/2020,69630207,71206,P001,70,TRUE,,42591654
1/10/2020,69541468,25272,P001,,FALSE,insufficient_fund,10603804
1/10/2020,69585650,61534,P001,160,TRUE,,39889909
1/10/2020,69570397,17693,P001,,FALSE,,45152364
1/10/2020,69582596,51848,P001,2140,TRUE,,44918893
1/10/2020,69567462,37768,P002,533.93,TRUE,,
1/10/2020,69644497,37768,P002,,FALSE,invalid_account,
1/10/2020,69544525,16129,P004,,FALSE,timeout,
1/10/2020,69548764,37768,P002,1175.93,TRUE,,
1/10/2020,69615469,37769,P002,20,TRUE,,
1/10/2020,69622771,16129,P004,,FALSE,timeout,
1/10/2020,69584826,43626,P003,2150,TRUE,,
1/10/2020,69567132,37769,P002,,FALSE,invalid_account,
1/10/2020,69555763,37769,P002,,FALSE,invalid_account,
1/10/2020,69570096,37768,P002,113.85,TRUE,,
1/11/2020,69737838,65025,P001,99,TRUE,,45221343
1/11/2020,69724451,2750,P001,,FALSE,insufficient_fund,44980615
1/11/2020,69681470,13846,P001,,FALSE,insufficient_fund,14260698
1/11/2020,69674527,1665,P001,,FALSE,,45194654
1/11/2020,69737286,65025,P001,99,TRUE,,45221109
1/11/2020,69747075,16129,P001,,FALSE,,45235307
1/11/2020,69691044,17419,P001,1300.12,TRUE,,41786748
1/11/2020,69706905,61534,P001,35,TRUE,,22455390
1/11/2020,69751508,11757,P001,398,TRUE,,45242014
1/11/2020,69704779,3045,P001,1802.74,TRUE,,45207220
1/11/2020,69719283,33506,P001,2578,TRUE,,45213544
1/11/2020,69698610,53661,P005,,FALSE,timeout,
1/11/2020,69660174,37769,P002,50,TRUE,,
1/11/2020,69744864,37769,P002,,FALSE,insufficient_fund,
1/11/2020,69705828,37769,P002,,FALSE,,
1/11/2020,69682733,37768,P002,642.54,TRUE,,
1/11/2020,69691951,37768,P002,,FALSE,insufficient_fund,
1/11/2020,69704364,48917,P005,299,TRUE,,
1/11/2020,69755059,65025,P002,319,TRUE,,
1/11/2020,69750482,37768,P002,,FALSE,insufficient_fund,
1/11/2020,69744956,65025,P002,99,TRUE,,
1/12/2020,69831272,61534,P001,,FALSE,invalid_security_code,11504433
1/12/2020,69857476,61534,P001,41,TRUE,,38151681
1/12/2020,69836421,37768,P001,480.96,TRUE,,45373844
1/12/2020,69777589,61534,P001,123,TRUE,,43793639
1/12/2020,69817865,61534,P001,30,TRUE,,40032732
1/12/2020,69808405,61534,P001,159,TRUE,,43386846
1/12/2020,69818075,15748,P001,200,TRUE,,45345702
1/12/2020,69795249,4646,P001,300,TRUE,,43651991
1/12/2020,69809967,61534,P001,289,TRUE,,39409557
1/12/2020,69802318,61534,P001,52,TRUE,,43419939
1/12/2020,69793549,4478,P001,799,TRUE,,45313516
1/12/2020,69766646,16129,P004,,FALSE,timeout,
1/12/2020,69820238,15748,P002,,FALSE,,
1/12/2020,69823662,19144,P005,,FALSE,timeout,
1/12/2020,69794513,37769,P002,,FALSE,,
1/12/2020,69800665,65025,P002,179,TRUE,,
1/12/2020,69830972,37768,P002,3167.68,TRUE,,
1/12/2020,69803655,37768,P002,855.36,TRUE,,
1/12/2020,69849270,37768,P002,376.64,TRUE,,
1/12/2020,69839594,26916,P005,,FALSE,timeout,
1/12/2020,69796713,37768,P002,854.93,TRUE,,
1/13/2020,69947148,17419,P001,640.93,TRUE,,43933899
1/13/2020,69925422,16129,P001,50,TRUE,,45535632
1/13/2020,69879647,61534,P001,32,TRUE,,43231050
1/13/2020,69922290,9548,P001,84,TRUE,,13864650
1/13/2020,69955257,71207,P001,652,TRUE,,38168543
1/13/2020,69890376,17420,P001,3917.86,TRUE,,36898315
1/13/2020,69911519,61534,P001,49,TRUE,,44271919
1/13/2020,69940412,3045,P001,1476.6,TRUE,,45542700
1/13/2020,69903633,13846,P001,470.71,TRUE,,43541014
1/13/2020,69925961,15748,P001,850,TRUE,,45535879
1/13/2020,69882278,4478,P001,500,TRUE,,45485846
1/13/2020,69881825,13744,P004,,FALSE,timeout,
1/13/2020,69934028,37768,P002,,FALSE,,
1/13/2020,69873052,37768,P002,4933.77,TRUE,,
1/13/2020,69884681,37769,P002,,FALSE,insufficient_fund,
1/13/2020,69946657,37768,P002,,FALSE,insufficient_fund,
1/13/2020,69918204,43626,P003,4075,TRUE,,
1/13/2020,69872705,37769,P002,20,TRUE,,
1/13/2020,69953786,15748,P002,50,TRUE,,
1/13/2020,69924435,37768,P002,231.98,TRUE,,
1/13/2020,69872557,15748,P002,,FALSE,insufficient_fund,
1/14/2020,70005002,61534,P001,171,TRUE,,39109953
1/14/2020,70042476,13846,P001,853.86,TRUE,,35859010
1/14/2020,70032527,17419,P001,3638,TRUE,,39206581
1/14/2020,69998574,43682,P001,656.98,TRUE,,21977501
1/14/2020,70089134,17419,P001,3206.79,TRUE,,42712963
1/14/2020,70004589,2750,P001,315,TRUE,,45177541
1/14/2020,69992594,25272,P001,,FALSE,failed_processing,43146564
1/14/2020,70015727,9548,P001,226,TRUE,,29174655
1/14/2020,70078304,61534,P001,434,TRUE,,41924036
1/14/2020,70058729,17420,P001,2000,TRUE,,27896179
1/14/2020,69998735,43682,P001,384.67,TRUE,,36575772
1/14/2020,69995818,37769,P002,,FALSE,,
1/14/2020,69987080,37768,P002,,FALSE,insufficient_fund,
1/14/2020,70075855,43626,P003,2050,TRUE,,
1/14/2020,70098217,16129,P004,,FALSE,timeout,
1/14/2020,70067187,37768,P002,,FALSE,insufficient_fund,
1/14/2020,70054634,43626,P003,5655,TRUE,,
1/14/2020,70062574,37769,P002,20,TRUE,,
1/14/2020,70034158,16129,P004,,FALSE,timeout,
1/14/2020,70048837,37768,P002,904.93,TRUE,,
1/14/2020,70005311,25272,P005,4218.8,TRUE,,
1/15/2020,70150617,37768,P001,,FALSE,,43301157
1/15/2020,70186694,13846,P001,,FALSE,invalid_security_code,45641996
1/15/2020,70201584,13846,P001,35.47,TRUE,,9513572
1/15/2020,70212087,61534,P001,29,TRUE,,42803899
1/15/2020,70215811,61534,P001,176,TRUE,,42242180
1/15/2020,70217146,13846,P001,63.13,TRUE,,17253502
1/15/2020,70188813,61534,P001,54,TRUE,,41411571
1/15/2020,70216979,37768,P001,,FALSE,invalid_security_code,45655047
1/15/2020,70205565,61534,P001,49,TRUE,,38007863
1/15/2020,70137274,37768,P001,705.13,TRUE,,26922209
1/15/2020,70163349,11382,P001,1134,TRUE,,45611898
1/15/2020,70193498,37768,P002,,FALSE,insufficient_fund,
1/15/2020,70202115,37768,P002,,FALSE,,
1/15/2020,70108957,37769,P002,200,TRUE,,
1/15/2020,70212739,37768,P002,1175.93,TRUE,,
1/15/2020,70166535,37769,P002,,FALSE,invalid_account,
1/15/2020,70149349,37768,P002,426.93,TRUE,,
1/15/2020,70122397,37768,P002,,FALSE,,
1/15/2020,70129364,37768,P002,856,TRUE,,
1/15/2020,70144710,37768,P002,207.36,TRUE,,
1/15/2020,70131483,37768,P002,432,TRUE,,
1/16/2020,70258947,13846,P001,212.93,TRUE,,26985987
1/16/2020,70267183,49157,P001,869,TRUE,,45674360
1/16/2020,70258973,13846,P001,2351.86,TRUE,,33802182
1/16/2020,70265376,19144,P001,27150,TRUE,,45673653
1/16/2020,70263094,71207,P001,70,TRUE,,40307660
1/16/2020,70314519,37768,P001,961.93,TRUE,,40302672
1/16/2020,70270404,61534,P001,14,TRUE,,26938097
1/16/2020,70293974,61534,P001,176,TRUE,,43920151
1/16/2020,70309092,8616,P001,1633.81,TRUE,,45693460
1/16/2020,70323900,37768,P001,533.93,TRUE,,45699439
1/16/2020,70290556,16129,P001,500,TRUE,,45685592
1/16/2020,70249553,37768,P002,426.93,TRUE,,
1/16/2020,70315578,54116,P005,,FALSE,timeout,
1/16/2020,70229677,37769,P002,,FALSE,invalid_account,
1/16/2020,70280662,37768,P002,929.83,TRUE,,
1/16/2020,70278994,43626,P003,440,TRUE,,
1/16/2020,70274547,37768,P002,156.76,TRUE,,
1/16/2020,70235399,37768,P002,,FALSE,insufficient_fund,
1/16/2020,70266851,37769,P002,,FALSE,,
1/16/2020,70276928,43626,P003,1430,TRUE,,
1/16/2020,70275761,44439,P005,267.5,TRUE,,
1/17/2020,70370141,71207,P001,85,TRUE,,41875636
1/17/2020,70389384,17419,P001,747.93,TRUE,,45720723
1/17/2020,70388035,61534,P001,29,TRUE,,37467621
1/17/2020,70401933,17693,P001,,FALSE,invalid_security_code,45726684
1/17/2020,70431791,37768,P001,733.81,TRUE,,45738905
1/17/2020,70351435,61534,P001,32,TRUE,,43073272
1/17/2020,70380439,37768,P001,,FALSE,payment_rejected,40426930
1/17/2020,70337083,25272,P001,,FALSE,payment_rejected,32805933
1/17/2020,70398319,56289,P001,362,TRUE,,45725077
1/17/2020,70381349,61534,P001,116,TRUE,,44870907
1/17/2020,70331053,11382,P001,872,TRUE,,45701691
1/17/2020,70440692,19144,P005,,FALSE,timeout,
1/17/2020,70376833,43626,P003,2170,TRUE,,
1/17/2020,70368865,19144,P005,,FALSE,timeout,
1/17/2020,70383350,37769,P002,,FALSE,invalid_account,
1/17/2020,70386180,37768,P002,214,TRUE,,
1/17/2020,70389151,43626,P003,880,TRUE,,
1/17/2020,70414279,37768,P002,,FALSE,insufficient_fund,
1/17/2020,70422621,37769,P002,,FALSE,,
1/17/2020,70406314,43626,P003,2195,TRUE,,
1/17/2020,70399147,43626,P003,5560,TRUE,,
1/18/2020,70493782,3045,P001,1174.86,TRUE,,45762165
1/18/2020,70493962,61534,P001,39,TRUE,,40689840
1/18/2020,70460888,60611,P001,,FALSE,insufficient_fund,43850950
1/18/2020,70518222,37769,P001,100,TRUE,,45772360
1/18/2020,70508630,61534,P001,41,TRUE,,45549836
1/18/2020,70479006,17419,P001,1068.93,TRUE,,24700099
1/18/2020,70447144,37768,P001,630.23,TRUE,,45745609
1/18/2020,70482865,37768,P001,533.93,TRUE,,45757828
1/18/2020,70462123,37768,P001,,FALSE,invalid_security_code,45749920
1/18/2020,70445862,1815,P001,700,TRUE,,25603186
1/18/2020,70524116,8616,P001,2183.17,TRUE,,45774819
1/18/2020,70496990,43626,P003,2010,TRUE,,
1/18/2020,70451855,16129,P004,,FALSE,timeout,
1/18/2020,70522175,43626,P003,5157,TRUE,,
1/18/2020,70541993,37769,P002,,FALSE,,
1/18/2020,70540236,43626,P003,1555,TRUE,,
1/18/2020,70521342,43624,P003,2210,TRUE,,
1/18/2020,70529258,43626,P003,1910,TRUE,,
1/18/2020,70505260,37769,P002,,FALSE,,
1/18/2020,70528757,37768,P002,228.98,TRUE,,
1/18/2020,70544633,37768,P002,801.43,TRUE,,
1/19/2020,70583574,17420,P001,1000,TRUE,,9226481
1/19/2020,70566848,13846,P001,883.82,TRUE,,11750135
1/19/2020,70615805,15748,P001,250,TRUE,,45810633
1/19/2020,70579409,71207,P001,117,TRUE,,40213808
1/19/2020,70625771,13846,P001,480.43,TRUE,,45814790
1/19/2020,70646923,8616,P001,2826.38,TRUE,,45822953
1/19/2020,70555300,16129,P001,34,TRUE,,39936315
1/19/2020,70586805,61534,P001,128,TRUE,,43714748
1/19/2020,70560780,8616,P001,988.61,TRUE,,45788302
1/19/2020,70618205,37768,P001,1142.65,TRUE,,37134740
1/19/2020,70634569,22868,P001,608,TRUE,,45789479
1/19/2020,70584546,37768,P002,,FALSE,,
1/19/2020,70635813,37768,P002,441.05,TRUE,,
1/19/2020,70617401,37768,P002,,FALSE,,
1/19/2020,70644496,16129,P004,,FALSE,timeout,
1/19/2020,70622062,37768,P002,,FALSE,insufficient_fund,
1/19/2020,70628558,43626,P003,2125,TRUE,,
1/19/2020,70583424,37769,P002,20,TRUE,,
1/19/2020,70608321,43626,P003,4010,TRUE,,
1/19/2020,70559046,37768,P002,,FALSE,,
1/19/2020,70593619,15748,P009,100,TRUE,,
1/20/2020,70759276,61534,P001,31,TRUE,,30248575
1/20/2020,70728264,13846,P001,373.43,TRUE,,6777368
1/20/2020,70701429,13846,P001,321,TRUE,,23235815
1/20/2020,70711774,17693,P001,,FALSE,invalid_security_code,45847569
1/20/2020,70709112,3045,P001,537.49,TRUE,,45846405
1/20/2020,70749217,3045,P001,3292.93,TRUE,,45864240
1/20/2020,70690536,13846,P001,319.93,TRUE,,45838231
1/20/2020,70665707,25272,P001,,FALSE,insufficient_fund,32823096
1/20/2020,70744123,16129,P001,,FALSE,,41350710
1/20/2020,70759857,37768,P001,,FALSE,,45868231
1/20/2020,70670409,22868,P001,744,TRUE,,45789479
1/20/2020,70688775,37768,P002,800.63,TRUE,,
1/20/2020,70776513,26916,P005,,FALSE,timeout,
1/20/2020,70680250,37768,P002,329.56,TRUE,,
1/20/2020,70767390,37768,P002,640.93,TRUE,,
1/20/2020,70718206,37768,P002,,FALSE,insufficient_fund,
1/20/2020,70723329,43624,P003,2470,TRUE,,
1/20/2020,70733295,43626,P003,2676,TRUE,,
1/20/2020,70695088,37769,P002,50,TRUE,,
1/20/2020,70670600,37768,P002,643.07,TRUE,,
1/20/2020,70767626,43626,P003,3513,TRUE,,
1/21/2020,70889505,13846,P001,499.69,TRUE,,28653292
1/21/2020,70800388,17420,P001,1821.63,TRUE,,40462912
1/21/2020,70895317,13846,P001,,FALSE,payment_rejected,35896245
1/21/2020,70804803,37769,P001,,FALSE,insufficient_fund,28075919
1/21/2020,70889421,61534,P001,119,TRUE,,35331169
1/21/2020,70879630,17420,P001,210.12,TRUE,,33887277
1/21/2020,70782655,15741,P001,180.83,TRUE,,43683869
1/21/2020,70846301,17693,P001,,FALSE,,45899120
1/21/2020,70812414,16129,P001,20,TRUE,,45883674
1/21/2020,70811444,71206,P001,55,TRUE,,44229437
1/21/2020,70793541,8616,P001,5203.21,TRUE,,45878012
1/21/2020,70802570,37769,P002,,FALSE,,
1/21/2020,70817947,37769,P002,,FALSE,invalid_account,
1/21/2020,70847991,43626,P003,2075,TRUE,,
1/21/2020,70816668,37768,P002,,FALSE,invalid_account,
1/21/2020,70881876,37768,P002,,FALSE,invalid_account,
1/21/2020,70849170,43626,P003,3320,TRUE,,
1/21/2020,70879522,37768,P002,600.43,TRUE,,
1/21/2020,70861878,37768,P002,1188.77,TRUE,,
1/21/2020,70887316,37768,P002,481.5,TRUE,,
1/21/2020,70852988,43624,P003,815,TRUE,,
1/22/2020,70959928,13846,P001,537.14,TRUE,,45943932
1/22/2020,70912996,61534,P001,52,TRUE,,40531527
1/22/2020,70959849,61534,P001,206,TRUE,,37558073
1/22/2020,70915235,71207,P001,87,TRUE,,37520821
1/22/2020,70966878,37768,P001,,FALSE,payment_rejected,45946868
1/22/2020,70920972,61534,P001,48,TRUE,,41271227
1/22/2020,70951957,61534,P001,80,TRUE,,42014903
1/22/2020,70921749,37769,P001,100,TRUE,,45928214
1/22/2020,70992220,61534,P001,15,TRUE,,39341123
1/22/2020,70915012,17420,P001,2204.04,TRUE,,45926491
1/22/2020,70993702,13846,P001,563.17,TRUE,,45957931
1/22/2020,71004364,43651,P006,,FALSE,timeout,
1/22/2020,70989405,43626,P003,4040,TRUE,,
1/22/2020,70907006,37769,P002,,FALSE,insufficient_fund,
1/22/2020,70907756,37769,P002,,FALSE,insufficient_fund,
1/22/2020,70981145,37768,P002,,FALSE,insufficient_fund,
1/22/2020,71005023,37768,P002,,FALSE,insufficient_fund,
1/22/2020,70977032,43624,P003,1390,TRUE,,
1/22/2020,70994744,43626,P003,,FALSE,timeout,
1/22/2020,70973766,43626,P003,1490,TRUE,,
1/22/2020,70932662,43626,P003,2515,TRUE,,
1/23/2020,71066011,61534,P001,59,TRUE,,14327614
1/23/2020,71038782,61534,P001,120,TRUE,,45555997
1/23/2020,71064818,17419,P001,160.5,TRUE,,41291365
1/23/2020,71039338,61534,P001,36,TRUE,,44972193
1/23/2020,71065181,16129,P001,,FALSE,,43536932
1/23/2020,71098133,3045,P001,,FALSE,invalid_account_number,46001250
1/23/2020,71035267,37768,P001,573.31,TRUE,,25164957
1/23/2020,71085754,37768,P001,305.81,TRUE,,24432324
1/23/2020,71102957,37768,P001,1272.28,TRUE,,28683608
1/23/2020,71082235,37768,P001,1589.81,TRUE,,45994150
1/23/2020,71107864,14110,P001,670,TRUE,,45907287
1/23/2020,71096244,37769,P002,,FALSE,,
